Code,Parties,Jurisdiction,Type,Commodity,Status,Application date,Grant date,Expiry date,Number of licence renewals,Mining area,Application number,Comments,Map_Refe,guidSHectarep,guidLice,PartName
EL1614,JAMESTER INVESTMENTS LIMITED (100%),Uganda,Exploration licence,Dimension Stone,Active,26-Nov-15,16-Nov-16,15-Nov-19,0,5.2498 square kilometer,TN2282,,"Central Region, Buikwe",a6a3c5e8-4549-42a4-892e-55c916582fba,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
ML1129,JAN MANGAL (U) LIMITED (100%),Uganda,Mining lease,Gold,Active,09-Dec-12,18-Apr-13,17-Apr-34,,"7,403.1428 Hectare",TN1527,"	prepare revocation gazette","Northern Region, Moroto",0f2d23b8-9e52-4d66-8b2c-facfd1a70cd0,ab102793-3b63-4ed5-89d8-01f5c7115285,Part 1
TN2982,JAVAN TUKESIGA,Uganda,Exploration licence,"Limestone , Pozzolana",Application,23-Nov-18,,,,13.6000 square kilometer,TN2982,,"Western Region, Rubirizi",644effbc-f173-4685-813a-9915dfe610d9,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2376,JEKOFA GRANITES (U) LIMITED (100%),Uganda,Exploration licence,"Base Metals, Gold",Application,19-May-16,,,,159.6227 square kilometer,TN2376,,"Northern Region, Kaabong",edabc822-9d9a-406e-a3e6-e82033d1ba2f,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2373,JEKOFA GRANITES (U) LIMITED (100%),Uganda,Exploration licence,"Base Metals, Dimension Stone, Gold, Platinum Group Metals, Rare Earth Elements",Application,16-May-16,,,,50.8350 square kilometer,TN2373,,"Central Region, Mubende; Western Region, Kyegegwa",3ccface8-6b5b-4223-bbb8-ea74eb9088ba,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2456,JIADAO (U) LIMITED,Uganda,Exploration licence,"Base Metals, Gold, Rare Earth Elements",Application,18-Oct-16,,,,27.9480 square kilometer,TN2456,,"Western Region, Buhweju, Bushenyi",e99dcd36-4711-4a75-a8a2-be1e34a4d7dc,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2532,JN MINES LIMITED,Uganda,Exploration licence,"Coltan, Tin",Application,24-Apr-17,,,,76.8762 square kilometer,TN2532,,"Western Region, Ntungamo",15b46e91-49ae-45c0-ad1d-b431966bbeb0,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN1325,JOEL WALEHWA (100%),Uganda,Exploration licence,"Base Metals, Gold",Application,04-Oct-12,,,,20.8000 square kilometer,TN1325,,"Eastern Region, Bugiri",f93d194e-e92e-4a3d-a473-8c32db203039,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2977,JOHN BROWN MUWONGE,Uganda,Exploration licence,"Base Metals, Gold",Application,16-Nov-18,,,,111.6203 square kilometer,TN2977,,"Central Region, Mubende",b9b80a9f-1b4d-491c-b2d0-d9ead9feeeee,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
LL0895,JOHN MARY MUYAMBI (JR) (100%),Uganda,Location license,,Active,,12-Jan-11,30-Nov-13,0,0.1593 square kilometer,,,"Western Region, Bushenyi",f6b4d93e-eb25-4185-b1f9-ecbd306f39f0,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2964,JONATHAN IKIRIZA,Uganda,Exploration licence,Pozzolana,Application,11-Jan-18,,,,13.1335 square kilometer,TN2965,,"Western Region, Kabarole",16b8d93c-6620-421f-a90d-f11ea0372fd3,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2878,JORARO MINERALS UGANDA LIMITED,Uganda,Exploration licence,"Berrylium, Tantalite, Tin",Application,27-Aug-18,,,,4.9427 square kilometer,TN2878,,"Western Region, Ntungamo",46c10124-05e2-46de-828d-09e715d6644b,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2948,JORARO MINERALS UGANDA LIMITED,Uganda,Location license,"Manganese, Tin",Application,10-Apr-18,,,,0.1585 square kilometer,TN2948,,"Western Region, Ntungamo",6fb95f77-aeba-4c2f-90cf-259dea13f0d3,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
EL1779,JOSEPH BIRUNGI MUTEMBUZI,Uganda,Exploration licence,"Base Metals, Wolfram",Active,30-Nov-17,23-Jul-18,22-Jul-21,0,31.0601 square kilometer,TN2680,,"Western Region, Kabale",8070a8b5-e2ef-47f9-81ee-638ff7702628,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 6
TN1165,JOSEPH CHARLES ROY (100%),Uganda,Exploration licence,"Base Metals, Gold",Application,30-Sep-11,,,,65.6600 square kilometer,TN1165,,"Western Region, Buliisa, Hoima",f88b9d0f-1203-4bc5-8d8e-7d8c4b8579f6,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
LL1724,JOSEPH KIZITO,Uganda,Location license,Diatomite,Active,26-Apr-17,22-Feb-18,21-Feb-20,0,0.1600 square kilometer,TN2533,,"Northern Region, Nebbi",9e9a14c6-9e4f-48a9-97ee-a974203a4abf,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
LL1725,JOSEPH KIZITO,Uganda,Location license,Diatomite,Active,26-Apr-17,22-Feb-18,21-Feb-20,0,0.1599 square kilometer,TN2534,,"Northern Region, Nebbi",623b87e4-99f7-4389-9002-a8b5937482f9,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
LL1726,JOSEPH KIZITO,Uganda,Location license,Diatomite,Active,26-Apr-17,22-Feb-18,21-Feb-20,0,0.1599 square kilometer,TN2535,,"Northern Region, Nebbi",b03ccbab-9c20-4994-9d69-32ee70690032,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
LL1638,JOSEPH KIZITO,Uganda,Location license,Industrial Minerals,Active,02-Jul-17,21-Mar-17,20-Mar-19,0,0.1503 square kilometer,TN2504,,"Northern Region, Nebbi",ffdb9d9d-79ee-41b1-894a-2a925c3e300b,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN1671,JOVENA MINES (U) LIMITED (100%),Uganda,Exploration licence,"Base Metals, Gold",Application,01-Oct-13,,,,12.0000 square kilometer,TN1671,,"Northern Region, Kotido",e196411d-9605-4311-9696-d41f241e1e8f,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2844,JUDE THADDEUS  ARYANTUNGISA,Uganda,Location license,"Columbite, Tantalite",Application,06-Apr-18,,,,0.1600 square kilometer,TN2844,,"Western Region, Ntungamo",7c6744dc-8512-45cc-92b2-414a1ee7df1a,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2678,K.B FINANCE (U) LIMITED,Uganda,Exploration licence,"Limestone , Pozzolana",Application,22-Nov-17,,,,36.4000 square kilometer,TN2678,,"Western Region, Kasese",b0cf1e1d-402e-41ea-b9a2-cff7f480abb4,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2627,K.B FINANCE (U) LIMITED,Uganda,Exploration licence,"Limestone , Pozzolana",Application,21-Sep-17,,,,36.4000 square kilometer,TN2627,,"Western Region, Kasese",79b24f18-78e6-489c-9f7f-4f2e34faa68c,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2845,KABALE DIOCESE,Uganda,Location license,Wolfram,Application,06-Apr-18,,,,0.1596 square kilometer,TN2845,,"Western Region, Kisoro",0c57de97-2b22-4e14-9990-877b785a3904,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2846,KABALE DIOCESE,Uganda,Location license,Wolfram,Application,06-Apr-18,,,,0.1596 square kilometer,TN2846,,"Western Region, Kisoro",dea97332-151e-4829-b93a-e2dd83e96525,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
LL1785,KABATEREINE NARCIS,Uganda,Location license,Iron Ore,Active,10-Oct-17,31-Jul-18,30-Jul-20,0,0.1599 square kilometer,TN2644,,"Western Region, Kabale",6907a673-99ed-477f-bdfd-af841dc0d77d,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
LL1777,KABUZIMBE ENTERPISES LIMITED,Uganda,Location license,Gold,Active,28-May-18,23-Jul-18,22-Jul-20,0,0.1600 square kilometer,TN2837,,"Western Region, Kibaale",14218613-5881-45c9-825b-5cbd9ffead1e,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
LL1864,KABUZIMBE ENTERPISES LIMITED,Uganda,Location license,Gold,Active,28-May-18,27-Nov-18,26-Nov-20,0,0.1600 square kilometer,TN2838,,"Western Region, Kibaale",9bba6b66-c39a-4627-98b4-1e0b9d3db990,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
LL1759,KABUZIMBE ENTERPISES LIMITED,Uganda,Location license,Gold,Active,23-Apr-18,30-May-18,29-May-20,0,0.1600 square kilometer,TN2788,,"Western Region, Kibaale",653b3945-5ce7-4ee1-9f54-c4b07af02e63,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
EL1770,KADAM TRANSITECH SERVICES LIMITED,Uganda,Exploration licence,"Base Metals, Gold, Limestone , Marble",Active,27-Sep-16,07-Apr-18,07-Mar-21,0,50.0000 square kilometer,TN2449,,"Northern Region, Moroto",da7f227c-9f92-45a1-aa8b-c0ce98bcf713,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2459,KAJARA GEORGE,Uganda,Location license,"Base Metals, Gold",Application,24-Oct-16,,,,0.1600 square kilometer,TN2459,,"Western Region, Kamwenge",1fd7723c-09b1-4bb1-8ba4-b420f542c329,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2768,KAKIRI STONE QUARRY LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Application,04-Mar-18,,,,61.0000 square kilometer,TN2768,,"Central Region, Mubende",6cbee679-489f-4ead-93af-c468c0feee0c,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1678,KAKIRI STONE QUARRY LIMITED,Uganda,Exploration licence,"Base Metals, Gold, Granite, Platinum Group Metals, Rare Earth Elements",Active,06-Oct-16,10-Dec-17,10-Nov-20,0,489.7500 square kilometer,TN2388,,"Central Region, Mityana, Mpigi, Wakiso",a32c5200-0e4f-4945-a0d8-72af317732f1,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1594,KAKIRI STONE QUARRY LIMITED (100%),Uganda,Exploration licence,"Base Metals, Gold, Granite, Platinum Group Metals, Rare Earth Elements",Active,04-Jan-16,09-Jun-16,09-May-19,0,498.4375 square kilometer,TN2354,,"Central Region, Kiboga, Mityana, Mubende",e506fe83-1b29-45a4-a0ee-88e9ad4afb6a,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2603,KALEMA FRED,Uganda,Exploration licence,Limestone ,Application,27-Jul-17,,,,3.4000 square kilometer,TN2603,,"Western Region, Kasese",64e1c7d7-f309-43f3-8b4e-5f9af21488ba,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2614,KALEMA FRED,Uganda,Exploration licence,Limestone ,Application,08-Jul-17,,,,6.9699 square kilometer,TN2614,"to be reviewed after tn2610 which tn3614 overlaps 100%

-to be rejected once tn2610 is upgraded to exploration license. morris. 27/11/2017","Western Region, Kasese",13ba7249-d666-49de-86ca-b311a7416b92,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
ML1530,KAMPALA CEMENT COMPANY LTD (100%),Uganda,Mining lease,Pozzolana,Active,15-May-15,11-Jun-15,11-May-36,0,0.1313 square kilometer,TN2186,,"Eastern Region, Kapchorwa",2eaf142b-8130-4e1b-a1ba-93771548f9a4,ab102793-3b63-4ed5-89d8-01f5c7115285,Part 1
TN1999,KAMPALA CEMENT COMPANY LTD (100%),Uganda,Exploration licence,Industrial Minerals,Application,07-Feb-14,,,,25.8000 square kilometer,TN1999,,"Northern Region, Napak",d7255356-b426-4391-93a7-c0ffd5fe31ea,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2772,KAMUNTU INVESTMENT LIMITED,Uganda,Location license,Iron Ore,Application,04-Nov-18,,,,0.1412 square kilometer,TN2772,,"Western Region, Kabale",be7ad6ff-1432-47b5-b8ce-29b3c3cebae8,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2705,KAMUNTU INVESTMENT LIMITED,Uganda,Location license,"Dimension Stone, Granite",Application,01-Nov-18,,,,0.1202 square kilometer,TN2705,,"Western Region, Kabale",992d3dc8-99f5-48ca-9749-a4c151a8ce14,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2897,KAMUNTU INVESTMENT LIMITED,Uganda,Location license,Iron Ore,Application,17-Aug-18,,,,0.1595 square kilometer,TN2897,,"Western Region, Kabale",2ba23dcd-b5f4-480c-93a5-b37cff1da2f7,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
EL1740,KAMUNTU INVESTMENT LIMITED,Uganda,Exploration licence,Iron Ore,Active,10-Oct-17,16-Apr-18,15-Apr-21,0,27.5798 square kilometer,TN2643,,"Western Region, Kabale",bae7f9bd-8033-4699-8857-60a3b97089be,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2510,KAMUNTU INVESTMENT LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Application,03-Mar-17,,,,17.3902 square kilometer,TN2510,,"Western Region, Sheema",532b6dcb-6d8e-4f65-96af-ffbaff517ce9,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 2
EL1600,KAMUNTU INVESTMENT LIMITED,Uganda,Exploration licence,"Base Metals, Gold, Iron Ore",Active,07-Jul-16,27-Sep-16,26-Sep-19,0,30.0000 square kilometer,TN2399,,"Western Region, Kabale",749a30b2-58c6-428d-81ff-36aed0f87a1f,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2398,KAMUNTU INVESTMENT LIMITED,Uganda,Exploration licence,"Base Metals, Gold, Iron Ore",Application,07-Jul-16,,,,187.4998 square kilometer,TN2398,,"Western Region, Buhweju",1e9a3a00-cf56-4aca-9545-dae1b46849f4,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1563,KAMUNTU INVESTMENT LIMITED (100%),Uganda,Exploration licence,Iron Ore,Active,02-May-16,30-Mar-16,29-Mar-19,0,9.0260 square kilometer,TN2317,"Date reviewed: 24/11/2016 
User reviewed: Morris 
Status: up to date 
Comments: granted","Western Region, Kabale, Kisoro",9f890da2-aba4-4ffb-a730-c5cedb2b37b4,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1565,KAMUNTU INVESTMENT LIMITED (100%),Uganda,Exploration licence,Iron Ore,Active,02-May-16,30-Mar-16,29-Mar-19,0,7.9961 square kilometer,TN2319,"Date reviewed: 24/11/2016 
User reviewed: Morris 
Status: up to date 
Comments: granted","Western Region, Kabale",bc1d4267-c054-4280-b507-98ac5f32750e,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1641,KAPEX LTD,Uganda,Exploration licence,Silica/Glass Sand,Active,31-Aug-16,28-Mar-17,27-Mar-20,0,12.6426 square kilometer,TN2431,,"Central Region, Mpigi",8af5f536-6da0-4eae-b0fe-a65f8543307d,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2556,KAPEX LTD,Uganda,Exploration licence,Gypsum,Application,24-May-17,,,,15.6000 square kilometer,TN2556,,"Western Region, Ntoroko",81c1bc26-8198-4a85-93d7-1c0981441219,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1396,KAPEX LTD (100%),Uganda,Exploration licence,Gypsum,Active,15-May-13,14-Nov-14,13-Nov-17,0,55.0000 square kilometer,TN1764,,"Western Region, Kiruhura",a5b4f383-1f3f-45c4-ba93-618a0567b5b0,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2562,KARA GOLD (U) LIMITED,Uganda,Exploration licence,"Base Metals, Gold, Silver",Application,30-May-17,,,,12.8625 square kilometer,TN2562,,"Western Region, Ibanda, Kamwenge",86f77acb-ffeb-4da3-825a-e1835e325cfa,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2629,KARA GOLD (U) LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Application,24-Aug-17,,,,44.4918 square kilometer,TN2629,,"Western Region, Buhweju",8e13cc6a-cdbf-44c7-84fb-0fa78a778d78,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
LL1826,KARA GOLD (U) LIMITED,Uganda,Location license,Gold,Active,05-Oct-18,18-Sep-18,17-Sep-20,0,0.2826 square kilometer,TN2825,,"Western Region, Buhweju",ad2d2ad3-84cd-4c9a-9fe9-5e55ec1f3d2c,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
EL1586,KARA GOLD (U) LIMITED,Uganda,Exploration licence,"Base Metals, Gold",Active,03-Oct-16,19-Aug-16,18-Aug-19,0,4.0261 square kilometer,TN2346,,"Western Region, Buhweju",975de124-c1ef-4ec7-b83b-8029bfb10de2,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN1775,KAZIBWE MOSES (100%),Uganda,Exploration licence,"Base Metals, Gold",Application,24-May-13,,,,29.6850 square kilometer,TN1775,,"Central Region, Mubende",32ea923e-c844-4c64-8865-c9ee29b9d73d,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2231,KELLEN KAYONGA (100%),Uganda,Mining lease,"Columbite, Tantalite",Application,30-Jul-15,,,,4.3758 square kilometer,TN2231,,"Western Region, Ntungamo",7ccf2587-cf13-4d26-aac5-3bf2f279f0b4,ab102793-3b63-4ed5-89d8-01f5c7115285,Part 1
TN2097,KENCOM UGANDA LIMITED (100%),Uganda,Location license,Silica/Glass Sand,Application,27-Nov-14,,,,0.1500 square kilometer,TN2097,,"Central Region, Masaka",dcdc87f5-4947-487b-820e-13b0c25109ac,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2098,KENCOM UGANDA LIMITED (100%),Uganda,Location license,Iron Ore,Application,27-Nov-14,,,,0.5600 square kilometer,TN2098,,"Eastern Region, Manafwa",4c554a70-6286-4666-ae9d-f964125763d9,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
LL1633,KERMENS INVESTMENTS LIMITED,Uganda,Location license,Iron Ore,Active,31-Aug-16,14-Feb-17,13-Feb-19,0,0.1593 square kilometer,TN2430,,"Western Region, Kisoro",a899fa7c-41ef-46fe-a22f-82f908a709fb,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2486,KERMENS INVESTMENTS LIMITED,Uganda,Location license,"Tin, Wolfram",Application,24-Nov-16,,,,0.0517 square kilometer,TN2486,,"Western Region, Kisoro",973ccd8f-c4fe-4717-829c-0bae961ff2fd,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2487,KERMENS INVESTMENTS LIMITED,Uganda,Location license,"Tin, Wolfram",Application,24-Nov-16,,,,0.1566 square kilometer,TN2487,,"Western Region, Kisoro",ff4ab70b-9bca-442b-87fc-90b80ac3560e,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2488,KERMENS INVESTMENTS LIMITED,Uganda,Exploration licence,"Tin, Wolfram",Application,24-Nov-16,,,,0.8138 square kilometer,TN2488,,"Western Region, Kisoro",c6fb9b77-b660-46e3-9798-9ec06a3a0b98,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2521,KEST INVESTMENTS (U) LIMITED,Uganda,Exploration licence,"Base Metals, Precious Metals",Application,28-Mar-17,,,,9.9995 square kilometer,TN2521,,"Central Region, Mityana",31a8d2f5-05bc-4f9e-af83-0182498c7f33,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2679,KHED INTERNATIONAL GROUP LIMITED,Uganda,Exploration licence,"Base Metals, Gold, Platinum Group Metals, Rare Earth Elements",Application,29-Nov-17,,,,95.0352 square kilometer,TN2679,,"Western Region, Buhweju, Rubirizi",da3be4f5-973b-4c51-94eb-0b7facd0194a,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2689,KHED INTERNATIONAL GROUP LIMITED,Uganda,Exploration licence,"Gold, Platinum Group Metals, Rare Earth Elements",Application,12-Nov-17,,,,200.0000 square kilometer,TN2689,,"Central Region, Kalungu, Masaka",88b36d26-6dad-4164-9e10-edd60c91a486,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
ML4478,KI3R MINERAS LIMITED (100%),Uganda,Mining lease,Wolfram,Active,,02-Aug-99,02-Jul-35,0,1.7678 square kilometer,,,"Western Region, Kabale",adf439bc-4f32-4bbc-9cb7-240fafc8ae4f,ab102793-3b63-4ed5-89d8-01f5c7115285,Part 1
LL1781,KIGEITO AND ROBERT MINING COMPANY (KRMC) LTD,Uganda,Location license,"Base Metals, Wolfram",Active,13-Mar-18,30-Jul-18,29-Jul-20,0,0.1600 square kilometer,TN2752,,"Western Region, Kabale",c710c666-5e6c-4186-8803-b0596eb9a150,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2513,KIGEZI STEEL COMPANY LIMITED,Uganda,Exploration licence,"Iron Ore, Limestone ",Application,03-Oct-17,,,,24.5004 square kilometer,TN2513,,"Western Region, Kabale",8e5001cc-9a01-4721-b360-77af5b5b3434,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2514,KIGEZI STEEL COMPANY LIMITED,Uganda,Exploration licence,"Iron Ore, Limestone ",Application,03-Oct-17,,,,27.0581 square kilometer,TN2514,,"Western Region, Kabale",fdd5d2d7-8fd4-44f2-97e0-a1a76e60862d,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2529,KIGEZI STEEL COMPANY LIMITED,Uganda,Exploration licence,Iron Ore,Application,14-Apr-17,,,,14.0518 square kilometer,TN2529,,"Western Region, Kabale",fdec4872-6e12-407f-844f-a1321e57d710,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
ML0594,KIGEZI STEEL COMPANY LIMITED (100%),Uganda,Mining lease,Iron Ore,Active,,13-Jun-11,06-Dec-32,0,3.0617 square kilometer,,prepare revocation gazette,"Western Region, Kabale, Kisoro",6fd6eca0-351d-48b7-a977-5ec436d7a686,ab102793-3b63-4ed5-89d8-01f5c7115285,Part 1
ML4603,KISITA MINING COMPANY LIMITED (100%),Uganda,Mining lease,Gold,Active,,08-Jun-02,08-May-23,0,8.7160 square kilometer,,,"Central Region, Mubende",cc73d381-2d87-4681-a5ef-efe4dec60d2c,ab102793-3b63-4ed5-89d8-01f5c7115285,Part 1
LL1811,KITAMWA DAVID,Uganda,Location license,Silica/Glass Sand,Active,06-Jul-18,09-Oct-18,09-Sep-20,0,0.1600 square kilometer,TN2849,,"Central Region, Nakasongola",5d964da2-65ff-41ee-964c-ceef5000984e,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2650,KIVIIRI KIRABO DANIEL,Uganda,Exploration licence,"Base Metals, Gold",Application,17-Oct-17,,,,61.3940 square kilometer,TN2650,,"Western Region, Buhweju, Rubirizi",42f5fa4a-83a1-44fe-9c50-90c5af5732b3,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1680,KIVIIRI KIRABO DANIEL,Uganda,Exploration licence,"Base Metals, Gold",Active,05-Mar-17,10-May-17,10-Apr-20,0,60.3200 square kilometer,TN2536,,"Western Region, Ibanda, Kamwenge, Rubirizi",b56312e9-2118-47bf-9a4e-77bf56693def,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2472,KOROTO (U) LIMITED,Uganda,Location license,Granite,Application,11-Jul-16,,,,0.1600 square kilometer,TN2472,,"Eastern Region, Mayuge",176bdea9-f585-4514-9f3b-3d685db3cc36,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2481,KROT LINKS UGANDA LIMITED,Uganda,Exploration licence,Iron Ore,Application,30-Nov-16,,,,21.1500 square kilometer,TN2481,,"Western Region, Kabale",55a98a7a-e4d8-4ed6-9a60-929ab8e11eb2,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2441,KROT LINKS UGANDA LIMITED,Uganda,Location license,Granite,Application,14-Sep-16,,,,0.0925 square kilometer,TN2441,,"Eastern Region, Bukedea",810998e0-38d2-4cf2-aab3-98a6223a798b,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2442,KROT LINKS UGANDA LIMITED,Uganda,Location license,Granite,Application,14-Sep-16,,,,0.1500 square kilometer,TN2442,,"Eastern Region, Bukedea",3f7040fa-4565-4d83-a7e8-c697b1ec5456,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
TN2443,KROT LINKS UGANDA LIMITED,Uganda,Location license,Granite,Application,14-Sep-16,,,,0.1598 square kilometer,TN2443,,"Eastern Region, Bukedea",37af7642-6597-48e7-bf88-1adff838ba2b,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
EL1645,KROT LINKS UGANDA LIMITED,Uganda,Exploration licence,Limestone ,Active,09-Aug-16,04-Apr-17,04-Mar-20,0,8.9121 square kilometer,TN2438,,"Western Region, Kasese",11be44bf-7b69-4fe0-b601-1c1dae1656d0,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
LL0674,LOEDING AWERI DEVELOPMENT ENTERPRISING LIMITED (100%),Uganda,Location license,Limestone ,Active,,08-May-10,08-Apr-12,0,16.0000 Hectare,,,"Western Region, Kasese",cd8501f7-658e-41b4-87f3-1e8f1b88c0c6,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
EL1807,LOMONGIN ZULHAQ,Uganda,Exploration licence,"Dimension Stone, Limestone , Marble",Active,29-Aug-16,09-Oct-18,09-Sep-21,0,0.4928 square kilometer,TN2425,,"Northern Region, Moroto",7a465136-3804-4a63-a606-3e6bc461edde,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
TN2426,LOMONGIN ZULHAQ,Uganda,Location license,"Limestone , Marble",Application,29-Aug-16,,,,0.0150 square kilometer,TN2426,,"Northern Region, Moroto",36f68303-3ea8-4c17-9bfe-4f939a288e5d,fc57208b-28e3-493e-ae8b-90e997577405,Part 1
EL1635,LOMONGIN ZULHAQ,Uganda,Exploration licence,"Gold, Kaolin, Limestone , Marble",Active,26-Oct-16,21-Mar-17,20-Mar-20,0,14.0000 square kilometer,TN2464,,"Northern Region, Moroto",597b33b7-a6b3-4baa-9d6c-40514851fb6f,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1610,LOMONGIN ZULHAQ,Uganda,Exploration licence,"Limestone , Marble",Active,23-Aug-16,11-Sep-16,11-Aug-19,0,7.3568 square kilometer,TN2420,,"Northern Region, Moroto",14152520-df03-482a-8d10-b6640175ff90,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 2
EL1808,LOMONGIN ZULHAQ,Uganda,Exploration licence,"Kaolin, Limestone , Marble",Active,09-Jun-16,09-Oct-18,09-Sep-21,0,12.0000 square kilometer,TN2434,,"Northern Region, Moroto",8b82793e-0af2-44fb-a77c-8a12409abb4b,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
EL1710,LUYIMBAZI ZAKE ESTATES LIMITED,Uganda,Exploration licence,"Base Metals, Gold, Granite, Silica/Glass Sand",Active,20-Sep-17,15-Jan-18,14-Jan-21,0,1.2371 square kilometer,TN2637,,"Central Region, Buikwe",f9c58432-00b6-4992-9a3b-4d3e10cde684,41b6661a-9653-4509-98f5-f5ffc27acb34,Part 1
